PIID,Est. Ultimate Completion Date,Date Signed,NAICS Code,NAICS Description,Product or Service Code,Product or Service Description,Principal Place of Performance City Name,Principal Place of Performance State Code,Place of Performance Zip Code,Contractor Name,Street,Vendor City,Vendor State,Zip,DUNS Number,Vendor Phone Number,Effective Date,Action Obligation
GS07P09HHC0054,02/24/2022,11/29/2017,541310,ARCHITECTURAL SERVICES,C211,"ARCHITECT AND ENGINEERING- GENERAL: LANDSCAPING, INTERIOR LAYOUT, AND DESIGNING",SAN ANTONIO,TX,78209-4721,"MUNOZ AND COMPANY, INC.",1017 N MAIN AVE STE 300,SAN ANTONIO,TX,78212-4721,047016852,(210) 349-1163,11/29/2017,"$1,811,066.44"
GS09P16KSC0002,12/10/2035,12/11/2015,221114,SOLAR ELECTRIC POWER GENERATION,S112,UTILITIES- ELECTRIC,SAN FRANCISCO,CA,94102-4912,SOLARCITY CORPORATION,3055 CLEARVIEW WAY,SAN MATEO,CA,94402-3709,785156410,(415) 342-2880,12/11/2015,$0.00
GS09P16KSC0002,03/13/2037,02/16/2018,221114,SOLAR ELECTRIC POWER GENERATION,S112,UTILITIES- ELECTRIC,SAN FRANCISCO,CA,94102-4912,"R9 SOLAR 1, LLC",3055 CLEARVIEW WAY,SAN MATEO,CA,94402-3709,080671680,(415) 342-2880,02/14/2018,$0.00
GSP0016KS7002,10/31/2025,12/22/2017,221210,NATURAL GAS DISTRIBUTION,S111,UTILITIES- GAS,SAN FRANCISCO,CA,94102-4912,SOUTHERN CA GAS CO,555 W 5TH ST,LOS ANGELES,CA,00009-0013,006908826,,12/22/2017,"$1,400.00"
GSP0114BW0006,01/31/2036,12/15/2017,541330,ENGINEERING SERVICES,Y1NZ,CONSTRUCTION OF OTHER UTILITIES,RESTON,VA,20191-1519,"SIEMENS GOVERNMENT SERVICES, INC.",1881 CAMPUS COMMONS DR,RESTON,VA,20191-1519,105162098,(703) 483-2043,12/15/2017,$0.00
GSP0116NL7081,03/31/2026,09/22/2016,561720,JANITORIAL SERVICES,Z2AA,REPAIR OR ALTERATION OF OFFICE BUILDINGS,HARTFORD,CT,06103-3022,CW RESOURCES INC,200 MYRTLE ST,NEW BRITAIN,CT,06053-4160,069263523,(860) 229-7700,09/21/2016,"$8,838.28"
GSP0216PV7171,06/15/2036,12/21/2017,541330,ENGINEERING SERVICES,C1AA,ARCHITECT AND ENGINEERING- CONSTRUCTION: OFFICE BUILDINGS,NEW YORK,NY,10278-0001,TRANE U.S. INC.,3600 PAMMEL CREEK RD,LA CROSSE,WI,54601-7511,126365795,(972) 406-3656,12/20/2017,"$132,244.06"
GSP0415EW0017,05/20/2031,11/14/2017,221210,NATURAL GAS DISTRIBUTION,S111,UTILITIES- GAS,ATLANTA,GA,30301-0258,AGL RESOURCES INC.,10 PEACHTREE PL NE,ATLANTA,GA,30309-4497,933956211,(404) 584-9470,11/14/2017,"-$233,695.00"
GSP0513GA0004,12/31/2034,12/04/2017,541330,ENGINEERING SERVICES,Z2AA,REPAIR OR ALTERATION OF OFFICE BUILDINGS,CLEVELAND,OH,44114-1248,"SIEMENS GOVERNMENT SERVICES, INC.",1881 CAMPUS COMMONS DR,RESTON,VA,20191-1519,105162098,(703) 483-2043,01/01/2018,"$2,721,697.23"
GSP0513GA0018,12/31/2034,12/14/2017,541330,ENGINEERING SERVICES,B540,SPECIAL STUDIES/ANALYSIS- BUILDING TECHNOLOGY,BATTLE CREEK,MI,49037-3085,TRANE U.S. INC.,3600 PAMMEL CREEK RD,LA CROSSE,WI,54601-7511,126365795,(972) 406-3656,01/01/2018,"$572,477.32"
GSP0514GA0004,09/30/2031,10/19/2017,541330,ENGINEERING SERVICES,Z2AA,REPAIR OR ALTERATION OF OFFICE BUILDINGS,CHICAGO,IL,60604-2001,"NORESCO, LLC",1 RESEARCH DR STE 400 C,WESTBOROUGH,MA,01581-3963,606727402,(203) 929-0266,10/19/2017,"$18,060.00"
GSP0517GB0004,04/03/2023,10/04/2017,541330,ENGINEERING SERVICES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,TOLEDO,OH,43604-5363,"URS GROUP, INC.",600 MONTGOMERY ST 26TH FL,SAN FRANCISCO,CA,94111-4510,124252052,(212) 736-4444,03/30/2017,$0.00
GSP0613GZ0005,09/30/2036,01/11/2018,541330,ENGINEERING SERVICES,B540,SPECIAL STUDIES/ANALYSIS- BUILDING TECHNOLOGY,SAINT LOUIS,MO,63120-2549,TRANE U.S. INC.,3600 PAMMEL CREEK RD,LA CROSSE,WI,54601-7511,126365795,(972) 406-3656,02/01/2018,"$582,591.00"
GSP0713JU0103,02/28/2023,10/20/2017,221122,ELECTRIC POWER DISTRIBUTION,S112,UTILITIES- ELECTRIC,NEW ORLEANS,LA,70130-3414,"ENTERGY LA, LLC",4809 JEFFERSON HWY,JEFFERSON,LA,70121-3122,080021872,(504) 576-5901,10/20/2017,"$874,661.36"
GSP0813JA0065,11/30/2035,11/30/2017,541330,ENGINEERING SERVICES,B540,SPECIAL STUDIES/ANALYSIS- BUILDING TECHNOLOGY,DENVER,CO,80225-0546,"MCKINSTRY ESSENTION, INC.",5005 3RD AVE S,SEATTLE,WA,98134-2423,008330057,(206) 832-8227,12/01/2017,"$625,083.00"
GSP0813JE0038,01/20/2027,01/04/2018,541330,ENGINEERING SERVICES,B540,SPECIAL STUDIES/ANALYSIS- BUILDING TECHNOLOGY,MIAMI,FL,33130-1500,"FPL ENERGY SERVICES, INC.",6001 VILLAGE BLVD,WEST PALM BEACH,FL,33407-1944,197177678,(321) 726-4936,01/04/2018,"$250,288.00"
GSP0814JE0011,01/13/2024,10/11/2017,221122,ELECTRIC POWER DISTRIBUTION,S112,UTILITIES- ELECTRIC,MINOT,ND,58701-3846,NORTHERN STATES POWER COMPANY,414 NICOLLET MALL,MINNEAPOLIS,MN,55401-1927,006962419,(612) 215-5388,01/14/2017,"$32,600.28"
GSP0816JE7049,01/20/2026,01/25/2016,221122,ELECTRIC POWER DISTRIBUTION,S112,UTILITIES- ELECTRIC,FORT COLLINS,CO,80522-0001,PUBLIC SERVICE COMPANY OF CO,1800 LARIMER ST 1100,DENVER,CO,80202-5534,006915953,(303) 294-2634,01/21/2016,"$20,400.00"
GSP0816JE7081,03/01/2041,01/05/2018,541330,ENGINEERING SERVICES,B540,SPECIAL STUDIES/ANALYSIS- BUILDING TECHNOLOGY,LAGUNA NIGUEL,CA,92677-3400,HONEYWELL INTERNATIONAL INC.,1985 DOUGLAS DRIVE,GOLDEN VALLEY,MN,55422-3935,966893393,(703) 620-1540,01/05/2018,$0.00
GSP0816JE7085,02/28/2026,10/17/2017,221112,FOSSIL FUEL ELECTRIC POWER GENERATION,S111,UTILITIES- GAS,FARGO,ND,58102-4727,"MDU RESOURCES GROUP, INC.",1200 W CENTURY AVE,BISMARCK,ND,58503-0911,006962286,(701) 222-7994,04/01/2017,"$12,388.71"
GSP0816JE7117,09/30/2026,09/29/2016,221122,ELECTRIC POWER DISTRIBUTION,S112,UTILITIES- ELECTRIC,DENVER,CO,80205-2822,PUBLIC SERVICE COMPANY OF CO,1800 LARIMER ST 1100,DENVER,CO,80202-5534,006915953,(303) 294-2634,10/01/2016,"$3,120.00"
GSP0816JE7128,09/30/2026,09/07/2016,221122,ELECTRIC POWER DISTRIBUTION,S112,UTILITIES- ELECTRIC,DENVER,CO,80294-2500,HONEYWELL INTERNATIONAL INC.,1800 LARIMER ST 1100,DENVER,CO,80202-5534,006915953,(303) 294-2634,10/01/2016,"$2,100.00"
GSP0816JE7140,01/31/2038,12/05/2017,541330,ENGINEERING SERVICES,B540,SPECIAL STUDIES/ANALYSIS- BUILDING TECHNOLOGY,SAN FRANCISCO,CA,94103-1518,PUBLIC SERVICE COMPANY OF CO,1985 DOUGLAS DRIVE,GOLDEN VALLEY,MN,55422-3935,966893393,(703) 620-1540,11/08/2017,$0.00
GSP0816JE7142,09/30/2026,09/07/2016,221122,ELECTRIC POWER DISTRIBUTION,S114,UTILITIES- WATER,DENVER,CO,80294-2500,PUBLIC SERVICE COMPANY OF CO,1800 LARIMER ST 1100,DENVER,CO,80202-5534,006915953,(303) 294-2634,10/01/2016,"$60,000.00"
GSP0817JE0006,09/30/2026,12/06/2016,221122,ELECTRIC POWER DISTRIBUTION,S112,UTILITIES- ELECTRIC,DENVER,CO,80225-0546,ALAMEDA BUREAU OF ELECTRICITY,1800 LARIMER ST 1100,DENVER,CO,80202-5534,006915953,(303) 294-2634,10/01/2016,"$60,000.00"
GSP0915KS0003,01/31/2025,03/26/2015,221122,ELECTRIC POWER DISTRIBUTION,S112,UTILITIES- ELECTRIC,SAN FRANCISCO,CA,94102-4912,ABM INDUSTRIES INCORPORATED,2000 GRAND ST,ALAMEDA,CA,94501-0263,083171488,,03/26/2015,$0.00
GSP0917KS0012,12/31/2023,07/03/2017,561210,FACILITIES SUPPORT SERVICES,Y1NB,CONSTRUCTION OF HEATING AND COOLING PLANTS,LOS ANGELES,CA,90012-3308,"SAVILLS STUDLEY, INC.",551 5TH AVE STE 300,NEW YORK,NY,10176-0399,006911622,(256) 553-2327,07/03/2017,"$165,426.80"
GSP1116YL7055,09/30/2022,12/10/2015,531210,OFFICES OF REAL ESTATE AGENTS AND BROKERS,R402,SUPPORT- PROFESSIONAL: REAL ESTATE BROKERAGE,WASHINGTON,DC,20407-0002,"JOHNSON CONTROLS, INC","555 13TH ST NW, STE-420E",WASHINGTON,DC,20004-1173,626949481,(202) 628-6000,12/10/2015,$0.00
GSP1117NW0036,04/30/2022,12/06/2017,561210,FACILITIES SUPPORT SERVICES,J045,"MAINT/REPAIR/REBUILD OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT",WASHINGTON,DC,20503-0001,,507 E MI ST M-93,MILWAUKEE,WI,53202-5202,050516509,,05/01/2017,$0.00
